Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Date,Year,Month,YearMonth,review_length,word_count,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,sentiment_category,ai_category
241670,B0081XPTBS,A1GKYALLGSSYHW,Jenyoga,110,126,1,1279497600,This product now contains syrup solids,"this product's ingredient profile on the earth's best website does not list ""syrup solids""; however, buyers should be aware that the formula has recently changed to now include this ingredient.  their website has not yet been updated to reflect this (as of 7/18/2010).<br /><br />i spoke with their consumer relations department and asked them to update their website since the misinformation is misleading to consumers.  the change in ingredient profile to include syrup solids is disappointing.  i am now researching other formulas.",2010-07-19,2010,7,2010-07,534,82,-0.4588,0.046,0.091,0.863,0.105,0.375,Negative,Other
459399,B001EO5TGQ,AIZBSI36ZSV9E,Spruce,0,0,5,1306108800,the best green tea,"we lived in japan for 3 years and i leaned to love green tea.  upon our return to the u.s. i started a hunt for green tea in a price range suitable for daily use - e.g. breakfast.  stash premium green tea, whether loose or in bags, is really excellent. most other green teas taste like the lawn, this green teas is really delicious.",2011-05-23,2011,5,2011-05,332,64,0.9354,0.228,0.03,0.742,0.1806213017751479,0.461094674556213,Positive,Customer Service
246479,B002D4DY8G,A3FBMSWBJ202SF,amazon's fan,0,0,5,1259107200,Full flavor and fragrant,"chocolate always compliments coffee.  it's the same case here.  the dark chocolate taste is obvious but not overpowering.  the coffee smells and tastes very smooth.  so, it truly is a good combination for what it is.",2009-11-25,2009,11,2009-11,216,36,0.8608,0.224,0.0,0.776,0.2139999999999999,0.4549999999999999,Positive,Shipping/Delivery
375250,B0007CHPUY,ADA0POI6CH02C,"JW ""JW""",1,1,5,1310515200,Another Bias Review,"what can you possibly dislike about puddles? koeze's puddles are by far the most amazing puddle/turtle/bear-claw candy out there. end of story!<br /><br />puddles are a holiday tradition in my husband's family. after a few years of rationing the small jar through january, i ordered my own box.  we've now moved on to the larger jar of milk and dark... with a few random orders throughout the year ;)  the caramel is sooo soft and delicious, the nuts are perfect, and the chocolate is a nice quality. i've never met a person who disliked puddles. the price and almost exclusively online availability aren't necessarily a selling point, but those two factors may be the only thing stopping me form living on puddles for the rest of my life or moving into the koeze's parking lot.  if you think i'm joking than you've obviously never eaten a puddle.<br /><br />they can be hard to find closer to christmas; just about everyone sells out by the 15th of december. the price is fairly consistent and most sites ship from koeze's directly.  order early and stock up!",2011-07-13,2011,7,2011-07,1060,184,0.6889,0.074,0.045,0.881,0.1573333333333333,0.6336666666666667,Positive,Shipping/Delivery
461472,B000BEZVW2,A1OCG38893SRWR,L. Mancini,3,3,5,1163030400,Best thing ever!!!,i grew up eating these and introduced them to my very picky five year old.  she absolutely loves them.  we moved last year and i haven't been able to find them in a store - so when i found them on amazon i was thrilled.  i ordered them about six weeks ago (12 cans) and already need to reorder.  she ate 6 franks the first day we received them.  she asks me for them almost every day.,2006-11-09,2006,11,2006-11,384,77,0.8221,0.104,0.0,0.896,0.2642857142857143,0.4464285714285715,Positive,Other
501596,B0031TJ0X0,A1ORXQ48QWYFJJ,April D. Harkness,2,2,4,1332979200,So good I forgot to eat!,"i am a hardcore chocoholic. i try and keep fit by watching what i eat, limiting my carbs and exercising on the regular. but chocolate...well, i haven't been able to slay that demon.<br /><br />until now!<br /><br />enter tisano.<br /><br />i gained quite a bit of rebound weight gain after losing 48 lbs from my pregnancy. 160 lbs down to 112! but when i reached 112, well, i did the rebound thing. i was 112 in dec. by 2nd week of jan i was 133.<br /><br />how? i couldn't control my cravings.<br /><br />133 not alot. but compared to my 112, it was noticeable.<br /><br />not to mention a huge jump.<br /><br />i felt like chocolate was controlling me.<br /><br />i embarked on a chocolate tea crusade. i bought every chocolate tea i came across. i know this isn't a weight loss product, but it's working that way for me!<br /><br />i was supposed to have lunch an hour ago. guess what? not hungry for it. i was in the mood for my yummy chocolate tea. so drinking that instead. it's great to not be controlled by hunger. right now i feel relaxed and even a bit high! whatever is in this tea is wonderful.<br /><br />hurry up and buy this  because i am about to buy the whole stock! great addition to my weight loss battle or anyone elses!",2012-03-29,2012,3,2012-03,1240,230,0.9874,0.164,0.045,0.791,0.331024531024531,0.4787751137751138,Positive,Shipping/Delivery
553130,B004XTDL14,A2WE21K2T1ELA4,Sanjay,0,0,3,1345248000,Review,"the proportions on the back are vague, didn't ferment well. i even put it in the proof cycle in the oven to help it along. i've had better luck with other brands....",2012-08-18,2012,8,2012-08,165,32,0.7496,0.222,0.083,0.696,-0.03125,0.34375,Positive,Other
325794,B006WLNUWG,A36BLBHK5DXHLP,Tonio,0,0,5,1325030400,Great!,"i got this present as a gift for my brother and he loves it! i'm happy to see that we have an entire year until any of them expire giving us plenty of time to eat the cereal. instead of being giant chunks of rice krispie treat like i was kind of expecting, they're just little clusters of rice krispies with a bit o' marshmallow on them, not too sweet. very delicious!",2011-12-28,2011,12,2011-12,368,72,0.9638,0.253,0.028,0.719,0.3203125,0.7093750000000001,Positive,Taste/Flavor
240807,B000NBQUNW,ARJRU6M558MLO,"FOOTDOC ""GERRY""",0,0,5,1298678400,diet treats,this is a taste good product for those of us with s cholesterol problem.  it does help to a degree in reducing the problem and is valuable for people who cannot tolerate the statin medications,2011-02-26,2011,2,2011-02,192,35,0.5106,0.197,0.122,0.68,0.7,0.6000000000000001,Positive,Taste/Flavor
450594,B0009EHNXE,A1DSOXI06BJ4ZW,"Maria F. Kline ""ANGELICA""",1,1,5,1210291200,Nice seller-great item!,the bread mixes are perfect-i made every single loaf and they came better than perfect...thank you,2008-05-09,2008,5,2008-05,98,16,0.4404,0.162,0.0,0.838,0.2142857142857143,0.3571428571428571,Positive,Other
375638,B001E53VC4,A2SB7QP43RNWC9,S Davis,0,0,5,1328918400,Wonderful,"the perfect low carb snack with just the right amount of crunch and spice.  i really like these little meaty pieces.<br />i keep mine in the freezer and just take a package out when needed, so have never had to worry about the mold that some pple talk about.  i find they keep for a long time once opened as long as i keep them in the fridge.<br />they are just yummy",2012-02-11,2012,2,2012-02,367,72,0.8806,0.151,0.026,0.823,0.171173469387755,0.4765306122448979,Positive,Shipping/Delivery
309927,B001IZKD2Q,A3IUIVQ6NF1DSQ,Julie,0,0,5,1331769600,Great Pasta!,"this is by far one of the best pastas if you like wheat and angel hair.  i've tried many others, but can't find any that compare to this one.",2012-03-15,2012,3,2012-03,141,29,0.5187,0.139,0.0,0.861,0.5333333333333333,0.6,Positive,Other
71494,B001EQ5PU4,ACSR97H0Y5ZPH,"Aaron Lawson ""Aaron Lawson""",1,1,5,1302307200,mmmmmmmmmmmmmmmmmmmmmmmmm...,"it is very good tea. better than any other i have had. every time that i make tea with it, it tastes exceptionally good. also for the price and flavour, it is a good value. definately, if you want a good breakfast tea, this is most definitavely for you",2011-04-09,2011,4,2011-04,252,49,0.952,0.312,0.0,0.688,0.5549999999999999,0.5650000000000001,Positive,Taste/Flavor
492459,B0001G6VJW,A13BMX7ND9PK6V,Gerard T. Liebrand,3,3,5,1260489600,Great in Pancakes,i've used this product for several months and like the different taste it gives to pancakes.  actually a 1/2 & 1/2 mix with whole wheat flour is better than  a straight buckwheat pancake.  only problem now is it is not carried in our local store.  looking on-line now.,2009-12-11,2009,12,2009-12,268,48,0.5574,0.135,0.05,0.815,0.1124999999999999,0.375,Positive,Taste/Flavor
124627,B0000DG734,A1GR3XVQXALH2E,Pete,2,2,5,1330560000,Great for the daily cocktail hour...,i ordered this cheese for my mom who was on vacation in florida. it arrived on time. this swiss cheese is huge and tasty. she has had several cocktail parties since and all loved it. i will be ordering from this company again. well done.,2012-03-01,2012,3,2012-03,237,45,0.875,0.212,0.0,0.788,0.3666666666666666,0.5666666666666668,Positive,Shipping/Delivery
364072,B005NVU64Q,ASFW4ZMNZJKDA,Mainiac,0,0,5,1320451200,Lovely,"this is wonderful semi-sweet chocolate.<br /><br />i usually favor dark chocolate, and this isn't as dark as i'd usually get, but i find this really a treat.<br /><br />pros:<br />1. it's not too sugary sweet, like us chocolates tend to be.<br />2. the texture is good. some chocolates seem a bit waxy to me, and this did, just a bit, on first taste, but that sense immediately went away.<br /><br />cons:<br />1. maybe the slight waxiness, but it's so slight that it's not enough to even lower this to four stars.<br /><br />i'm delighted with this chocolate and will get it again.",2011-11-05,2011,11,2011-11,582,102,0.8667,0.135,0.052,0.814,0.1589743589743589,0.432051282051282,Positive,Shipping/Delivery
43039,B000Z95UME,AGJDTPNKXQ4JQ,Jeanne,0,0,3,1303171200,Not typical bergamot flavor - has an unappealing chemical taste that I didn't like,"i will stick with tazo, republic of tea or another premium brand for authentic bergamot flavor. i will not buy this tea again.  some may like the flavor but i found it cloying and slightly sweet - not earl grey in my book.",2011-04-19,2011,4,2011-04,222,43,0.6235,0.114,0.026,0.86,0.2666666666666666,0.5,Positive,Taste/Flavor
386934,B003D4MFUS,A3BKNXX8QFIXIV,"J. Finkel ""Jack of Trades""",3,3,5,1284422400,"Fizzy Juice, yum",the peach flavor of knudsen spritzers is one of their best (i also recommend strawberry and mango fandango).  the soda doesn't contain any added sugar or other undesirables.  while the main juice isn't peach juice (most of their spritzers are predominantly grape or apple juices) it does have enough peach juice to give it a distinct peach flavor.  some people may find these spritzers a little too sweet.  i like to drink mine with ice or a little seltzer added.  i've tried other competing brands and find these spritzers the best all-juice sodas out there.,2010-09-14,2010,9,2010-09,559,95,0.9444,0.152,0.0,0.848,0.2446969696969697,0.4212121212121211,Positive,Taste/Flavor
476563,B003ZXCA2U,A29H9G1IQADWOS,missing*john*candy,10,10,2,1292889600,don't taste as good as those from the grocery store,"i'm used to buying 12 poptarts for $2.89 in my area (tennessee) so i thought 36 for $6.70 from amazon was a slightly better deal with the prime free shipping. well, it would have been if the poptarts tasted fresh and as good as they do when i buy them from the grocery store. they're not packaged in tinfoil like they are at my grocery store, they just don't taste the same. they'll do and i'll eat them, but i won't be buying them from amazon again, especially since the price has increased to $18 at this writing!",2010-12-21,2010,12,2010-12,515,98,0.9041,0.162,0.0,0.838,0.3166666666666666,0.5875,Positive,Shipping/Delivery
81476,B001EQ4RBM,A140EBPRD09JJ6,Edward T. Geha,0,0,4,1310428800,"Like Salt & Vinegar Chips, but healthier!","if you love salt & vinegar chips like i do, these are for you.  great salty snack, high in protein, pretty filling, and without the grease of potato chips. definitely recommend!",2011-07-12,2011,7,2011-07,177,31,0.9612,0.438,0.0,0.562,0.3419999999999999,0.678,Positive,Other
308425,B00028M72E,AXJ3ZBPA2PEIZ,L. Supino,0,0,5,1253836800,This Tea is Amazing!!!!!,this is the most amazing jasmine green tea that i have ever encountered!  you can really taste the jasmine flowers on many levels.  sitting  and drinking this cup of tea is both a peaceful and evocative experience!  and i love that it is fair trade and organic.  thank you to the company for developing such a beautiful tea  :),2009-09-25,2009,9,2009-09,327,59,0.9744,0.314,0.0,0.686,0.4011363636363636,0.6272727272727273,Positive,Taste/Flavor
78059,B000ILA5RO,AOHK2C4LW9452,"R. Daneel ""good gov't guy""",0,0,4,1299974400,Solid choice for popcorn,pops well with air popper. decent flavor (though may want to add a low sodium topping). fast ship. good value. who could ask for anything more?,2011-03-13,2011,3,2011-03,143,26,0.6808,0.274,0.066,0.66,0.3133333333333333,0.5333333333333333,Positive,Taste/Flavor
306687,B000KNB0OW,A2GAUM6FEQY0EN,"I. Jean Hall ""jeanie""",5,5,5,1293753600,Great flavor - Excellent value,"i buy organic when possible and have been a fan of mccann's steel cut oatmeal for years, but saw the reviews for country choice here by amazon customers and noticed it was a winner in cooking illustrated ratings, and i decided to try it.  i found no discerning difference in the flavor....oats are oats....but the price point on the country choice makes it the clear winner imo.",2010-12-31,2010,12,2010-12,378,67,0.9343,0.214,0.053,0.733,0.0499999999999999,0.6916666666666667,Positive,Customer Service
265491,B007O5CO6M,A2AZ5YD9H1SVDW,Laurag,0,0,4,1341964800,Good Product but it melted,this is a great product -- for my super picky family it is perfect.  one son loves the iced cookies and the other likes the plain ones -- it's great for all of us who have a variety of eaters.  my reason for one minus on the score was that the cookies arrived melted -- though it's probably my fault for ordering these in the middle 100 degree days -- keep that in mind when you are ordering.  overall a great product and i love the snack size.  it's great that amazon offers these items.,2012-07-11,2012,7,2012-07,488,95,0.9879,0.296,0.022,0.682,0.3610805860805861,0.4691391941391941,Positive,Shipping/Delivery
212201,B000CNB4LE,A2YKLEW942F1UB,Camrea,1,1,5,1338249600,"Price jump on-line... can't find in stores,... what happened???","i love this drink! tastes just like yoohoo. sadly, i saw the price jump and figured i should just buy it at my local whole foods...until i realized i can't find it there anymore either!! i don't know if it's being discontinued or what happened but i hope to find it again soon (and not for almost $60 a box).",2012-05-29,2012,5,2012-05,308,60,0.8007,0.136,0.028,0.836,0.109375,0.5,Positive,Taste/Flavor
544708,B001P3PR54,A1ZPY91VE3IDN1,J. Offenbach,5,7,4,1252713600,Easier to chew and digest than rawhide,"our elderly terrier always liked rawhide chews but she tended to gag on them and then they were difficult to digest.  she seldom enjoyed that chewing exercise.  the c.e.t. enzymatic oral hygiene chews are the perfect chewable treat for her now and the byproduct is brief moments of breath freshening.  it does not take the place of eating kibble and my brushing her teeth, but she really enjoys these chews and they are just the right size for a small dog of 13 pounds.  in the past, i purchased the larger size and cut them with heavy duty scissors, but these petite chews are fine as is.  unlike rawhide chews, these are consumed rather quickly and don't require the strongest of teeth, so they are much better for older dogs who still like to chew.  i think they are a little pricy, so i look for special values which occasionally occur on amazon, always much better than the price at the vet.",2009-09-12,2009,9,2009-09,896,162,0.9707,0.187,0.079,0.734,0.1827380952380952,0.513095238095238,Positive,Price/Value
15257,B00503DP0O,A7T1NIWZHTC4P,"Seven Kitties ""7kitties""",2,3,5,1313798400,really outstanding,"i did like you probably did: read all the healthiness (gluten free, etc) and translated it to be 'tasteless yuck'. and then i opened one bar and looked at how...small it seemed and felt robbed.<br /><br />i have never been quite so happy to be wrong!<br /><br />these things are small because they are rich, dense and amazing and the taste is absolutely decadent.  this is a fantastic midafternoon snack that really feels like an indulgence!",2011-08-20,2011,8,2011-08,441,76,0.9782,0.268,0.0,0.732,0.2416666666666667,0.7500000000000001,Positive,Shipping/Delivery
375256,B0007OPVVW,A2K5K8PZMY5TV0,J. Skievaski,5,5,4,1303171200,Yummy,"i bought these caramels because i needed a treat that is individually wrapped (they stand along side jolly ranchers and starbursts!)  they taste great; creamy and delicious.  if caramels run into a problem it's generally that they're too hard and chewy.  not these caramels!  not sure what else can be said about their actual taste.  all is as it should be.<br /><br />each caramel is approximately 3/4"" x 3/4"" x 1/2"" and the entire 5 pound bag displaces approximately 1.5 gallons of space.<br /><br />they arrived in a rectangle flat box sealed in a plastic bag with a label that has a bar code (x0003aq51l) and the text ""caramel squares 5lb"" and ""new"", though no date... this is the reason for the one star deduction as i believe nutritional info, ingredients, born on/exp date should have been provided.<br /><br />seems a good product, a pity the seller didn't do more to stand beside it.",2011-04-19,2011,4,2011-04,892,154,0.8696,0.101,0.061,0.838,0.1097853535353535,0.5256734006734006,Positive,Shipping/Delivery
479092,B001E5E074,A2UKZGCVK2JT03,"Chris ""Chris""",0,1,5,1167868800,Healthy,"this cereal not only tastes good and is good for you.  it will clean you out pretty good as well!  tons of fiber and beleive it or not, this cereal has like 9 grams of protien per serving!!!",2007-01-04,2007,1,2007-01,190,38,0.9333,0.343,0.047,0.609,0.5027777777777778,0.75,Positive,Taste/Flavor
325469,B0001GV4QM,A2SJYD2F9DTYU1,Kenny B,0,0,3,1169078400,a little smaller thanit looks,i expected this assortment to be a little larger but the products in it were of good quality. the vendor had a quick shipping turn-around time.,2007-01-18,2007,1,2007-01,143,26,0.5927,0.133,0.0,0.867,0.1491666666666666,0.5,Positive,Shipping/Delivery
61167,B000FA38ZY,A1KOYOE8O2F1J4,"J. Miller ""Heresy""",0,0,4,1320796800,Very tasty but very brittle too,"they taste fantastic but it seems like the paper-thin chocolate layer is so thin that the shipping process just made the cookies crumble; even the ones that were not broken up by the shipping fell apart when i took a bite. the taste is still great, rich creamy chocolate, tasty marshmallow and crunchy cookie all make for a fantastic mallomar.",2011-11-09,2011,11,2011-11,343,60,0.9784,0.311,0.0,0.689,0.2958333333333333,0.7583333333333333,Positive,Shipping/Delivery
290091,B0051WBQ00,A25HLLKNFHGJM,M. poulin,4,4,3,1338249600,"Yup, Lots of Hulls!","pops big, tastes great, but the hulls are huge! (expensive)  i feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue.  wanted to try mushroom popcorn, because it looks so tasty, but will stick with standard popcorn from now on.",2012-05-29,2012,5,2012-05,297,56,0.8419,0.146,0.0,0.854,0.1333333333333333,0.4083333333333334,Positive,Taste/Flavor
253967,B0028PDFQG,ALT8IGQU5EJA9,tc55,5,9,2,1317945600,Bad Batch,"i think i received a bad batch( there's no expiration date).  tried one---made me a bit queasy afterwards; like a fool i tried another( a few days later), this time w/o the mustard/mayo, and felt sick again.  these have probably been sitting on the shelf in a sweltering warehouse for quite some time, which can't be good for the mustard/mayo or the oily soy sauce pack.  that aside, they don't taste too bad actually but nowhere near as good as the other reviews would suggest.  i ordered a couple other myojo ramen and they seemed fine, so i'm guessing it's just the luck of the draw---ordering food products from amazon is something of a crapshoot( i've had stale popcorn delivered too).",2011-10-07,2011,10,2011-10,690,121,0.042,0.089,0.095,0.817,-0.0882783882783882,0.4415750915750915,Neutral,Shipping/Delivery
467458,B001CWU9HE,A3HV8LF9XQV3LA,Amb1980,0,0,4,1325289600,Better than expected,"after recently discovering a gluten intolerance i have been struggling to find things that i can take for lunch that actually satisfy my hunger.  i have tried other gluten free products and have been disappointed with quite a few.  these crackers were a pleasant surprise.  many in the package were broken when they arrived, but that does not make them inedible.  i think they break so easily due to the fact that they are ""dry"" in texture.  keep this in mind when buying and make sure to top these crackers with cheese or some other type of spread.",2011-12-31,2011,12,2011-12,549,98,0.8649,0.154,0.067,0.779,0.0601190476190476,0.4986111111111111,Positive,Shipping/Delivery
206655,B001CTYT6E,A36TU0NS9SEUQ3,No Nonsense,0,0,5,1281744000,PERFECT PROTEIN SNACK,"these snacks are great!  the natural flavor is a lot like the slim jims we ate as kids.  only these are healthier!  great to carry in purse to keep sugar from getting low while on the run.  also, my job has me on my feet with no breaks!  it's easy to grab one and enjoy it to keep going.  low in fat and calories but high in protein.  forget that mid day sugary candy bar.  grab on of these! a no-guilt snack!",2010-08-14,2010,8,2010-08,409,82,0.7762,0.149,0.076,0.775,0.2893333333333333,0.5373333333333333,Positive,Taste/Flavor
455794,B000CR1ELU,A25VTLYKHG1GOJ,nally,0,0,5,1340496000,Too soon to know!,"received these vanilla beans very shortly after ordering but have not tried it yet. saving it for summer guests. planning on making a churn of fresh (right off my peach trees) peach-vanilla ice cream! very hard to wait as the beans look great! will provide product update when i make the ice cream!  by the way, gave it 5 stars on looks alone.",2012-06-24,2012,6,2012-06,343,63,0.7868,0.13,0.062,0.808,0.2555952380952381,0.5759761904761904,Positive,Other
49937,B00430B73W,AJHQC28PA0GNW,Ashley Barros,2,2,5,1254355200,Delicious & thank god they're available on Amazon!,"living in the bay area, i used to pick these up for lunch and snacktime from whole foods every single schoolday. they're nummy--taste just like chocolate and raspberries, not fake tasting, rich and savory--and my body feels better eating them than snacking on normal chocolate bars.<br />i just recently moved to a rural area inequipped of a whole foods/store that carries vegan treats. thank god i can order them here, and you know what, they're insanely cheaper by the box than by buying them two at a time every day. i've been snacking on them for a month, and there's still half a box left! they're especially good at quelling those pre-menstrual chocolate binges, and are better for you. they taste good, you'll feel good. enjoy!",2009-10-01,2009,10,2009-10,734,126,0.9729,0.193,0.02,0.787,0.2257002801120448,0.5018207282913165,Positive,Shipping/Delivery
124490,B007ZU3JAQ,A3KAGW9AB4EZM6,jempaul,2,2,1,1337558400,DO NOT PURCHASE THIS ITEM,absolute rip off - i was not sent the item as stated and pictured.  i was sent the creme latte; which you can purchase at your local supermarket for $6.50.<br /><br />i did not want the maxwell house creme latte; i wanted the original maxwell house latte.<br /><br />they are now arguing via email with me; even though my order quite clearly states the product shown for sale here.<br /><br />be warned - do not buy!,2012-05-21,2012,5,2012-05,416,76,-0.0826,0.064,0.08,0.856,0.175,0.5083333333333333,Negative,Other
510478,B007PUYTLY,A3OZDTCULY5I8S,MJ,3,5,1,1319846400,Disappointment,"i'm not sure if the four i purchased were from a bad batch or what, but the product had no effect on me whatsoever. i have tried the blue lotus 50:1 tablets and was very satisfied. i thought a liquid blue lotus would be absorbed better by the body, thus a better effect. it was quite the opposite. you live and you learn i guess, but i wouldnt try this product again unless it was free.",2011-10-29,2011,10,2011-10,386,76,0.9146,0.177,0.071,0.751,0.1396694214876033,0.5414141414141413,Positive,Other
541718,B001BM4RC8,A17GK9E70O7Y9R,Grandma in Oregon,0,0,4,1334448000,a little too salty for my tastes....but....,"i liked everything about this chip except they are too salty...  i accomodated by making my gracamole, and other dips salt free.  balanced them out.  texture is wonderful, great corn taste.  i brush excess salt off with a paper towel if i just want to snack dip free.  i won't buy again simply because i don't need 12 bags to have to ""clean"" before eating.  i will try their salt or low salt varieties though as it really is a stellar chip on it's own.",2012-04-15,2012,4,2012-04,452,85,0.959,0.211,0.021,0.768,0.3901515151515151,0.6483766233766234,Positive,Taste/Flavor
390473,B005OPQF2I,A38ORYSMOPFIFL,"S. Dalrymple ""Mario appreciation""",1,1,5,1325548800,Fancy Feast from Amazon is best,"my little darlings, and i use the word advisedly, absolutely love this.  and for me, their obediant gourmet container opener, this is really convenient.  i have a standing order so my precious pusses will not be without their very favorites for even one day.  thanks amazon!",2012-01-03,2012,1,2012-01,274,46,0.929,0.277,0.043,0.68,0.24375,0.4666666666666666,Positive,Other
111810,B000DT7QE6,A1XPWMMDD2TZWL,"M. E. Crites ""Dog Lover""",0,0,4,1168300800,The Dogs are pleased,both grand-dogs love this product and the price was very good. the packages keep fresh until the dogs are here and i am ready to share.,2007-01-09,2007,1,2007-01,135,26,0.9245,0.407,0.0,0.593,0.4775,0.595,Positive,Shipping/Delivery
444873,B000812K0O,A18PLKL59T0UVQ,Veronica Ortega,0,0,5,1350432000,Excelent bar!,"love it, delicious and good source of protein is like you are eating a dessert!  very good i recommend this product to anyone who wants a protein snack!",2012-10-17,2012,10,2012-10,152,28,0.963,0.474,0.0,0.526,0.7070000000000001,0.6160000000000001,Positive,Taste/Flavor
563829,B007JFMH8M,A3BD20DGXAO0XN,Shawn,0,0,5,1341792000,Yummy!,"these cookies are delicious! so soft and flavorful. my fave! my first time trying these cookies was a couple of weeks ago, and i will defiantly recommend.",2012-07-09,2012,7,2012-07,154,27,0.8652,0.287,0.0,0.713,0.4583333333333333,0.5611111111111111,Positive,Taste/Flavor
403956,B003FDG4K4,A2AOD7254MCKSH,travel-weary,0,0,5,1323043200,Another great flavor,so glad to find these. my daughter is doctoral student with heavy schedule and celiac--these are so perfect for her to grab as a high quality snack. she likes the other two flavors (vanilla and chocolate also). so wonderful that they are gluten free. not too sweet. glad i 'pre-ordered' as this flavor seems perpetually sold out. amazon makes it so easy to send little treats like this to my daughter who is several states away.,2011-12-05,2011,12,2011-12,428,76,0.9705,0.272,0.051,0.677,0.2908333333333334,0.6460256410256411,Positive,Shipping/Delivery
295309,B005F5KAYQ,A3D6OI36USYOU1,Ghenghis,0,0,5,1339632000,"The original, and still the best!","pureed habanero peppers. just perfect!<br /><br />this is the stuff toluca gourmet tried to copy, but it looks like they are already<br />finished after only a few years in business. praise be once again to goya foods for<br />this fresh take on habanero chiles, and that is exactly what you get. this is not a<br />sauce filled with carrots, garlic, and other heinous stuff. and thats what makes this<br />so wonderful, its pure habanero flavor that you can use to make barbecue sauce or to<br />flavor your favorite salsas or other commercial off the shelf products.<br /><br />no kitchen should be without at least one. 5 pods",2012-06-14,2012,6,2012-06,629,107,0.9717,0.17,0.0,0.83,0.1595238095238095,0.5333333333333333,Positive,Taste/Flavor
494109,B005LPD86C,A51H3BBAH5DVM,Olga,0,0,5,1318723200,Amazing!,it is amazing!the caviar is very fresh and very delicious.i like it.i want eat this caviar every day.i want buy more.,2011-10-16,2011,10,2011-10,117,21,0.7402,0.327,0.0,0.673,0.3633333333333333,0.4833333333333333,Positive,Taste/Flavor
27305,B000LBGBP6,AQHX3MG6JY68,"Dee Burns ""dee""",2,2,5,1219968000,Chocolate - goodness - WOW,"i can't stop eating these - so decadent <a href=""http://www.amazon.com/gp/product/b000lbgbp6"">emily's dark chocolate covered mixed berries</a>-affordable - what a treat",2008-08-29,2008,8,2008-08,168,19,0.5556,0.213,0.0,0.787,-0.075,0.325,Positive,Shipping/Delivery
276496,B004WZ4HC6,A27WOY7WLPRHUK,Lewis D. Junior,4,8,2,1320796800,Not like Ramen.,"this selection was my own fault.  i assumed these noodles were something i was vaguely familiar with.  wrong.  they were not to my taste, which does not say they are not good.  i am sure they are made with some specific consumer group in mind.",2011-11-09,2011,11,2011-11,243,45,-0.7101,0.045,0.159,0.796,0.1041666666666666,0.6689814814814815,Negative,Taste/Flavor
545843,B0014GDRSQ,A1L7YD6M3S194D,G. L. Hage,0,2,4,1259971200,"Dogs love it, I don't","i got 2 medium size puppies from a rescue place and needed something for them to keep busy.  loved these things at first because the dogs loved them and they lasted quite a while.  but after the pups started getting bigger, they didn't last as long and even though these are cheaper than alot of bully sticks out there, it was costing me a fortune.  also i came to realize that these things tend to give the dogs the runs so i quit buying.",2009-12-05,2009,12,2009-12,439,84,0.1901,0.077,0.047,0.876,0.2428571428571428,0.4571428571428572,Positive,Price/Value
415698,B000EDDS6Q,A3699TY35SBJ3H,Thomas Smith,7,7,5,1300579200,wonderful--------------------,"i was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---i'm happy to report that i put it in a bowl, pour on some low-fat milk, and chow down-----it is delicious right away---yum yum go get you some. the only thing i would argue with is the serving size----who could eat a 1/4 cup for breakfast--not me--a cup at least--so it goes quickly. i also love that there is no ground up stuff in the bottom, from top of the bag to the last bite it's all perfect-----thanks",2011-03-20,2011,3,2011-03,543,102,0.8123,0.116,0.061,0.823,0.4199134199134198,0.5956709956709957,Positive,Taste/Flavor
484911,B00248EE4O,A3IR834T7AROBT,Ed,7,7,5,1219708800,Tortillia Chips with flavor!,"these have much more flavor and taste than regular tortilla chips.  always a hit when friends come over and we put out the snacks. top quality ingredients; brown rice, oat fiber, sunflower seeds etc. are what give this product the taste to start a conversation. serve with fresh veggies and a good dip, always a crowd pleas-er!  i certainly would recommend this product to anyone who is trying to eat more healthy food with great flavor.",2008-08-26,2008,8,2008-08,437,76,0.9656,0.248,0.0,0.752,0.4654761904761904,0.4998168498168498,Positive,Product Quality
220264,B0034EDLS2,A3NUDSXY4NL9JX,"S. Harrill ""Amazon Rocks""",0,0,5,1343001600,Better than Candy,"i have replaced candy bars with the kind bars, and they are better.  my favorite are nut delight.  the ones with chocolate are my least favorite.",2012-07-23,2012,7,2012-07,145,26,0.8938,0.36,0.068,0.573,0.36,0.76,Positive,Shipping/Delivery
107687,B001F0RRTQ,A2KF4OCIJK06Y6,msvinnie,2,2,1,1347321600,Did not send the brand advertised,"after ordering these for 3 years for my dog, they sent a different brand distributed by radio systems corp, made in china.  granted, when i look at what's remaining of my last package of premier busy buddy gnawhide refil ring (as advertised), it also was made in china.  it just annoys me that they have changed their distributor/manufacturer.......and haven't changed what they advertise they are selling. i will return these and find another company to order from.  perhaps premier busy buddy gnawhide rings no longer exist and i'll have to find another favorite treat for my beloved dog.  buyer beware",2012-09-11,2012,9,2012-09,604,100,0.7184,0.1,0.045,0.855,0.2333333333333333,0.5444444444444444,Positive,Shipping/Delivery
